# Program:featureCounts v2.0.1; Command:"featureCounts" "../U16_2.bam" "-a" "Hd2_EVErep.randoms.gff" "-o" "U16_2.Hd2_EVErep.randoms.counts.txt" "-t" "random loci" "-g" "locus" "-C" "-p" "-s" "0" "-O" "-T" "12" 
Geneid	Chr	Start	End	Strand	Length	../U16_2.bam
random65	HD2_scaffold_4	2269870	2272878	+	3009	1076
random66	HD2_scaffold_2	2261622	2266452	+	4831	1538
random67	HD2_scaffold_1	19909336	19913499	+	4164	1427
random68	HD2_scaffold_11	6746702	6756374	+	9673	2840
random69	HD2_scaffold_9	6399764	6404203	+	4440	1525
random70	HD2_scaffold_3	6737899	6745851	+	7953	2617
random71	HD2_scaffold_7	12877637	12879687	+	2051	711
random72	HD2_scaffold_14	9156	13369	+	4214	1867
random73	HD2_scaffold_1	22738670	22744426	+	5757	1944
random74	HD2_scaffold_10	4693434	4696927	+	3494	1190
random75	HD2_scaffold_1	11241149	11259040	+	17892	5889
random76	HD2_scaffold_10	6480685	6495455	+	14771	4651
random77	HD2_scaffold_7	6488358	6492476	+	4119	1531
random78	HD2_scaffold_10	4419677	4423678	+	4002	1395
random79	HD2_scaffold_2	8738574	8742644	+	4071	1411
random80	HD2_scaffold_3	2557514	2571226	+	13713	4618
random81	HD2_scaffold_10	4994083	4998585	+	4503	1549
random82	HD2_scaffold_8	11095442	11103507	+	8066	2548
random83	HD2_scaffold_8	2698700	2712636	+	13937	4797
random84	HD2_scaffold_8	2824068	2834528	+	10461	3533
random85	HD2_scaffold_1	16025172	16026708	+	1537	580
random86	HD2_scaffold_1	2775278	2782141	+	6864	2736
random87	HD2_scaffold_5	7861430	7868785	+	7356	2465
random88	HD2_scaffold_2	365111	375436	+	10326	2978
random89	HD2_scaffold_6	5866511	5874240	+	7730	2591
random90	HD2_scaffold_8	4647198	4653116	+	5919	2139
random91	HD2_scaffold_5	6272340	6277035	+	4696	1625
random92	HD2_scaffold_5	14768012	14772133	+	4122	1411
random93	HD2_scaffold_5	5629407	5632768	+	3362	1335
random94	HD2_scaffold_3	20440229	20444685	+	4457	1047
random95	HD2_scaffold_1	24669618	24673791	+	4174	1409
random96	HD2_scaffold_8	8227282	8233788	+	6507	2070
random97	HD2_scaffold_4	6552262	6561451	+	9190	3279
random98	HD2_scaffold_5	1456217	1463920	+	7704	2545
random99	HD2_scaffold_3	1796486	1802387	+	5902	1830
random100	HD2_scaffold_3	9077751	9082106	+	4356	1450
random101	HD2_scaffold_3	18164329	18169025	+	4697	1553
random102	HD2_scaffold_3	828877	832711	+	3835	1249
random103	HD2_scaffold_5	6836561	6841547	+	4987	1842
random104	HD2_scaffold_12	4242576	4247771	+	5196	1225
random105	HD2_scaffold_5	565325	573240	+	7916	2655
random106	HD2_scaffold_8	5905922	5909078	+	3157	1014
random107	HD2_scaffold_5	6240729	6245096	+	4368	1506
random108	HD2_scaffold_1	25777579	25782927	+	5349	1719
random109	HD2_scaffold_4	11459478	11469491	+	10014	3374
random110	HD2_scaffold_3	1111690	1115397	+	3708	1308
random111	HD2_scaffold_7	12197379	12201992	+	4614	1642
random112	HD2_scaffold_99	14671	18380	+	3710	13
random113	HD2_scaffold_1	20592011	20597028	+	5018	1633
random114	HD2_scaffold_2	17509791	17513454	+	3664	1181
random115	HD2_scaffold_1	2484972	2488709	+	3738	1342
random116	HD2_scaffold_3	3970044	3975830	+	5787	1759
random117	HD2_scaffold_3	13042165	13047429	+	5265	1793
random118	HD2_scaffold_2	10584965	10589073	+	4109	1443
random119	HD2_scaffold_8	1581861	1586019	+	4159	1555
random120	HD2_scaffold_300	9289	13466	+	4178	1209
random121	HD2_scaffold_2	5295613	5298621	+	3009	1036
random122	HD2_scaffold_1	13672815	13677645	+	4831	1532
random123	HD2_scaffold_6	7534529	7538692	+	4164	1188
random124	HD2_scaffold_5	9233971	9243643	+	9673	3237
random125	HD2_scaffold_1	27840422	27844861	+	4440	1534
random126	HD2_scaffold_1	20873213	20881165	+	7953	2492
random127	HD2_scaffold_5	4237901	4239951	+	2051	753
random128	HD2_scaffold_4	2536801	2541014	+	4214	1467
random129	HD2_scaffold_10	5789024	5794780	+	5757	1978
random130	HD2_scaffold_6	8461575	8465068	+	3494	1331
random131	HD2_scaffold_8	1904121	1922012	+	17892	6070
random132	HD2_scaffold_4	2371256	2386026	+	14771	4617
random133	HD2_scaffold_1	22288497	22292615	+	4119	1382
random134	HD2_scaffold_6	1545141	1549142	+	4002	1641
random135	HD2_scaffold_10	844080	848150	+	4071	1399
random136	HD2_scaffold_6	12306913	12320625	+	13713	4582
random137	HD2_scaffold_3	20088551	20093053	+	4503	1334
random138	HD2_scaffold_5	5575555	5583620	+	8066	2843
random139	HD2_scaffold_10	9515212	9529148	+	13937	4522
random140	HD2_scaffold_1	27707615	27718075	+	10461	3512
random141	HD2_scaffold_9	11544099	11545635	+	1537	128
random142	HD2_scaffold_1	13798867	13805730	+	6864	2274
random143	HD2_scaffold_1	24977989	24985344	+	7356	2603
random144	HD2_scaffold_8	10407486	10417811	+	10326	3273
random145	HD2_scaffold_3	17410609	17418338	+	7730	2697
random146	HD2_scaffold_7	7002872	7008790	+	5919	2120
random147	HD2_scaffold_8	8476623	8481318	+	4696	1441
random148	HD2_scaffold_2	10481735	10485856	+	4122	1313
random149	HD2_scaffold_6	6587664	6591025	+	3362	1154
random150	HD2_scaffold_608	266	4722	+	4457	1351
random151	HD2_scaffold_4	10635608	10639781	+	4174	1480
random152	HD2_scaffold_10	10836010	10842516	+	6507	2186
random153	HD2_scaffold_10	11009069	11018258	+	9190	3080
random154	HD2_scaffold_1	24492281	24499984	+	7704	2462
random155	HD2_scaffold_4	5110938	5116839	+	5902	1837
random156	HD2_scaffold_5	14847659	14852014	+	4356	1243
random157	HD2_scaffold_9	7356604	7361300	+	4697	1559
random158	HD2_scaffold_140	21194	25028	+	3835	1405
random159	HD2_scaffold_1	23645847	23650833	+	4987	1649
random160	HD2_scaffold_2	21486617	21491812	+	5196	1781
random161	HD2_scaffold_3	9582001	9589916	+	7916	2686
random162	HD2_scaffold_9	5905881	5909037	+	3157	1143
random163	HD2_scaffold_9	7703686	7708053	+	4368	1535
random164	HD2_scaffold_4	9677283	9682631	+	5349	1882
random165	HD2_scaffold_2	19598243	19608256	+	10014	3354
random166	HD2_scaffold_9	8824307	8828014	+	3708	1272
random167	HD2_scaffold_9	3989794	3994407	+	4614	1532
random168	HD2_scaffold_1	10186542	10190251	+	3710	1208
random169	HD2_scaffold_9	9630901	9635918	+	5018	1286
random170	HD2_scaffold_11	3395050	3398713	+	3664	1213
random171	HD2_scaffold_3	20580976	20584713	+	3738	1226
random172	HD2_scaffold_11	1045864	1051650	+	5787	1598
random173	HD2_scaffold_10	765491	770755	+	5265	1855
random174	HD2_scaffold_9	8723386	8727494	+	4109	1409
random175	HD2_scaffold_3	15083012	15087170	+	4159	1407
random176	HD2_scaffold_2	190012	194189	+	4178	1178
random177	HD2_scaffold_3	18055895	18058903	+	3009	863
random178	HD2_scaffold_3	16710894	16715724	+	4831	1562
random179	HD2_scaffold_3	16315497	16319660	+	4164	1371
random180	HD2_scaffold_5	7512232	7521904	+	9673	3163
random181	HD2_scaffold_4	13358016	13362455	+	4440	1550
random182	HD2_scaffold_1	27646342	27654294	+	7953	2435
random183	HD2_scaffold_2	4084860	4086910	+	2051	630
random184	HD2_scaffold_5	8021182	8025395	+	4214	1384
random185	HD2_scaffold_2	15357924	15363680	+	5757	1578
random186	HD2_scaffold_5	462431	465924	+	3494	1255
random187	HD2_scaffold_8	4142508	4160399	+	17892	6276
random188	HD2_scaffold_1	18715058	18729828	+	14771	4765
random189	HD2_scaffold_3	9758948	9763066	+	4119	1522
random190	HD2_scaffold_10	6115477	6119478	+	4002	1334
random191	HD2_scaffold_353	2116	6186	+	4071	1093
random192	HD2_scaffold_3	17222637	17236349	+	13713	4377
random193	HD2_scaffold_1	12200836	12205338	+	4503	1449
random194	HD2_scaffold_2	20064988	20073053	+	8066	2676
random195	HD2_scaffold_6	10386451	10400387	+	13937	4570
random196	HD2_scaffold_6	4124006	4134466	+	10461	3293
random197	HD2_scaffold_5	11765183	11766719	+	1537	566
random198	HD2_scaffold_9	9692269	9699132	+	6864	2196
random199	HD2_scaffold_3	19079673	19087028	+	7356	2174
random200	HD2_scaffold_11	4918255	4928580	+	10326	2704
random201	HD2_scaffold_1	7309301	7317030	+	7730	2629
random202	HD2_scaffold_2	11088988	11094906	+	5919	1980
random203	HD2_scaffold_5	14346514	14351209	+	4696	1013
random204	HD2_scaffold_3	9581945	9586066	+	4122	1464
random205	HD2_scaffold_3	3529273	3532634	+	3362	1206
random206	HD2_scaffold_10	1430076	1434532	+	4457	1531
random207	HD2_scaffold_5	10171812	10175985	+	4174	1426
random208	HD2_scaffold_5	5763166	5769672	+	6507	2176
random209	HD2_scaffold_7	13998766	14007955	+	9190	2938
random210	HD2_scaffold_6	1316128	1323831	+	7704	1373
random211	HD2_scaffold_2	3122405	3128306	+	5902	1763
random212	HD2_scaffold_6	2914914	2919269	+	4356	1362
random213	HD2_scaffold_8	973579	978275	+	4697	1610
random214	HD2_scaffold_1	23588770	23592604	+	3835	1348
random215	HD2_scaffold_5	10928082	10933068	+	4987	1639
random216	HD2_scaffold_3	12994858	13000053	+	5196	1767
random217	HD2_scaffold_8	5915832	5923747	+	7916	2642
random218	HD2_scaffold_4	4513096	4516252	+	3157	1177
random219	HD2_scaffold_2	9883535	9887902	+	4368	1464
random220	HD2_scaffold_9	5270415	5275763	+	5349	1776
random221	HD2_scaffold_1	8843658	8853671	+	10014	3304
random222	HD2_scaffold_10	5557193	5560900	+	3708	1350
random223	HD2_scaffold_3	18957423	18962036	+	4614	1781
random224	HD2_scaffold_18	41736	45445	+	3710	1287
random225	HD2_scaffold_9	1261281	1266298	+	5018	1677
random226	HD2_scaffold_2	4126325	4129988	+	3664	1219
random227	HD2_scaffold_7	8230154	8233891	+	3738	1369
random228	HD2_scaffold_9	10489581	10495367	+	5787	1838
random229	HD2_scaffold_4	5060151	5065415	+	5265	1781
random230	HD2_scaffold_4	4093657	4097765	+	4109	1417
random231	HD2_scaffold_3	9492829	9496987	+	4159	1443
random232	HD2_scaffold_8	5626377	5630554	+	4178	1397
random233	HD2_scaffold_2	5121194	5124202	+	3009	1130
random234	HD2_scaffold_2	133745	138575	+	4831	1745
random235	HD2_scaffold_9	5695549	5699712	+	4164	1405
random236	HD2_scaffold_3	4660500	4670172	+	9673	3265
random237	HD2_scaffold_8	11158098	11162537	+	4440	1316
random238	HD2_scaffold_4	10037132	10045084	+	7953	2693
random239	HD2_scaffold_7	12933315	12935365	+	2051	707
random240	HD2_scaffold_1	11292320	11296533	+	4214	1470
random241	HD2_scaffold_3	9094902	9100658	+	5757	1823
random242	HD2_scaffold_3	7814143	7817636	+	3494	1246
random243	HD2_scaffold_3	1058110	1076001	+	17892	6119
random244	HD2_scaffold_6	2774109	2788879	+	14771	4371
random245	HD2_scaffold_1	17023099	17027217	+	4119	1368
random246	HD2_scaffold_8	6182099	6186100	+	4002	1375
random247	HD2_scaffold_7	3777905	3781975	+	4071	1377
random248	HD2_scaffold_9	2357683	2371395	+	13713	4435
random249	HD2_scaffold_8	114343	118845	+	4503	1243
random250	HD2_scaffold_1	11161734	11169799	+	8066	2566
random251	HD2_scaffold_3	1608267	1622203	+	13937	3355
random252	HD2_scaffold_1	21521462	21531922	+	10461	3390
random253	HD2_scaffold_12	961998	963534	+	1537	572
random254	HD2_scaffold_9	318637	325500	+	6864	2037
random255	HD2_scaffold_5	4091029	4098384	+	7356	2282
random256	HD2_scaffold_2	5492190	5502515	+	10326	3468
random257	HD2_scaffold_4	15676614	15684343	+	7730	2717
random258	HD2_scaffold_8	9289324	9295242	+	5919	1971
random259	HD2_scaffold_2	14506128	14510823	+	4696	1604
random260	HD2_scaffold_2	18633030	18637151	+	4122	1306
random261	HD2_scaffold_7	3986733	3990094	+	3362	1119
random262	HD2_scaffold_341	2629	7085	+	4457	558
random263	HD2_scaffold_8	9551659	9555832	+	4174	1556
random264	HD2_scaffold_4	12055279	12061785	+	6507	1926
random265	HD2_scaffold_10	7344306	7353495	+	9190	2883
random266	HD2_scaffold_2	15320929	15328632	+	7704	2283
random267	HD2_scaffold_8	3531392	3537293	+	5902	2036
random268	HD2_scaffold_5	10707332	10711687	+	4356	1402
random269	HD2_scaffold_11	678417	683113	+	4697	1536
random270	HD2_scaffold_3	12388769	12392603	+	3835	1268
random271	HD2_scaffold_3	6416507	6421493	+	4987	1652
random272	HD2_scaffold_6	8493097	8498292	+	5196	1852
random273	HD2_scaffold_5	11419440	11427355	+	7916	2489
random274	HD2_scaffold_5	7337744	7340900	+	3157	1003
random275	HD2_scaffold_6	6439431	6443798	+	4368	1437
random276	HD2_scaffold_7	3180991	3186339	+	5349	1886
random277	HD2_scaffold_3	1378253	1388266	+	10014	3453
random278	HD2_scaffold_1	13534998	13538705	+	3708	1241
random279	HD2_scaffold_2	19483259	19487872	+	4614	1537
random280	HD2_scaffold_6	2477385	2481094	+	3710	858
random281	HD2_scaffold_1	23593555	23598572	+	5018	1701
random282	HD2_scaffold_1	26322782	26326445	+	3664	1246
random283	HD2_scaffold_1	26578455	26582192	+	3738	1211
random284	HD2_scaffold_7	8691023	8696809	+	5787	1814
random285	HD2_scaffold_3	10205924	10211188	+	5265	1677
random286	HD2_scaffold_3	18350035	18354143	+	4109	1377
random287	HD2_scaffold_3	6772585	6776743	+	4159	1428
random288	HD2_scaffold_8	11808967	11813144	+	4178	1450
random289	HD2_scaffold_124	13588	16596	+	3009	5237
random290	HD2_scaffold_2	7626666	7631496	+	4831	1609
random291	HD2_scaffold_8	11783242	11787405	+	4164	1165
random292	HD2_scaffold_10	11501244	11510916	+	9673	2228
random293	HD2_scaffold_4	8983407	8987846	+	4440	1646
random294	HD2_scaffold_5	8659200	8667152	+	7953	2406
random295	HD2_scaffold_10	1850243	1852293	+	2051	744
random296	HD2_scaffold_3	10286666	10290879	+	4214	1327
random297	HD2_scaffold_1	22112784	22118540	+	5757	2088
random298	HD2_scaffold_7	11784644	11788137	+	3494	1225
random299	HD2_scaffold_3	4705872	4723763	+	17892	6018
random300	HD2_scaffold_1	15656650	15671420	+	14771	4468
random301	HD2_scaffold_3	1700974	1705092	+	4119	1415
random302	HD2_scaffold_4	13928940	13932941	+	4002	1363
random303	HD2_scaffold_2	5520218	5524288	+	4071	1410
random304	HD2_scaffold_1	2476039	2489751	+	13713	4153
random305	HD2_scaffold_353	1118	5620	+	4503	1321
random306	HD2_scaffold_1	2542179	2550244	+	8066	2700
random307	HD2_scaffold_2	14766036	14779972	+	13937	4588
random308	HD2_scaffold_3	5966625	5977085	+	10461	3293
random309	HD2_scaffold_1	15720003	15721539	+	1537	518
random310	HD2_scaffold_1	18993484	19000347	+	6864	2235
random311	HD2_scaffold_2	19336576	19343931	+	7356	2519
random312	HD2_scaffold_7	4710041	4720366	+	10326	3257
random313	HD2_scaffold_3	17994822	18002551	+	7730	2353
random314	HD2_scaffold_3	4920364	4926282	+	5919	1800
random315	HD2_scaffold_5	12905570	12910265	+	4696	1577
random316	HD2_scaffold_9	7980990	7985111	+	4122	1400
random317	HD2_scaffold_6	10425417	10428778	+	3362	1166
random318	HD2_scaffold_9	250620	255076	+	4457	1418
random319	HD2_scaffold_2	11177955	11182128	+	4174	1361
random320	HD2_scaffold_11	6148634	6155140	+	6507	2037
random321	HD2_scaffold_3	16142358	16151547	+	9190	3091
random322	HD2_scaffold_2	8205347	8213050	+	7704	2783
random323	HD2_scaffold_5	10208491	10214392	+	5902	1720
random324	HD2_scaffold_254	10468	14823	+	4356	943
random325	HD2_scaffold_10	1197177	1201873	+	4697	1458
random326	HD2_scaffold_10	5848780	5852614	+	3835	1347
random327	HD2_scaffold_1	15669817	15674803	+	4987	1642
random328	HD2_scaffold_10	11650062	11655257	+	5196	935
random329	HD2_scaffold_10	809204	817119	+	7916	2620
random330	HD2_scaffold_17	40454	43610	+	3157	814
random331	HD2_scaffold_5	726939	731306	+	4368	1515
random332	HD2_scaffold_7	8683636	8688984	+	5349	1851
random333	HD2_scaffold_7	11456446	11466459	+	10014	3463
random334	HD2_scaffold_1	7287686	7291393	+	3708	1261
random335	HD2_scaffold_1	3349543	3354156	+	4614	1763
random336	HD2_scaffold_3	19101173	19104882	+	3710	1165
random337	HD2_scaffold_8	12340428	12345445	+	5018	1700
random338	HD2_scaffold_6	3435548	3439211	+	3664	1390
random339	HD2_scaffold_12	255323	259060	+	3738	1237
random340	HD2_scaffold_1	19934344	19940130	+	5787	1789
random341	HD2_scaffold_8	5646289	5651553	+	5265	1790
random342	HD2_scaffold_2	6934254	6938362	+	4109	1358
random343	HD2_scaffold_9	5029906	5034064	+	4159	1438
random344	HD2_scaffold_4	12277747	12281924	+	4178	1403
random345	HD2_scaffold_7	11491038	11494046	+	3009	871
random346	HD2_scaffold_3	3087426	3092256	+	4831	1654
random347	HD2_scaffold_6	4994307	4998470	+	4164	1456
random348	HD2_scaffold_5	11116535	11126207	+	9673	3077
random349	HD2_scaffold_9	167975	172414	+	4440	1413
random350	HD2_scaffold_1	3031238	3039190	+	7953	2596
random351	HD2_scaffold_4	196367	198417	+	2051	747
random352	HD2_scaffold_2	8592730	8596943	+	4214	1314
random353	HD2_scaffold_2	5946335	5952091	+	5757	1791
random354	HD2_scaffold_4	12263164	12266657	+	3494	1137
random355	HD2_scaffold_12	4616865	4634756	+	17892	5606
random356	HD2_scaffold_4	6675297	6690067	+	14771	5083
random357	HD2_scaffold_10	10553576	10557694	+	4119	1424
random358	HD2_scaffold_9	3007347	3011348	+	4002	1301
random359	HD2_scaffold_7	4060451	4064521	+	4071	1386
random360	HD2_scaffold_2	14330469	14344181	+	13713	4516
random361	HD2_scaffold_8	11240419	11244921	+	4503	1461
random362	HD2_scaffold_2	15853811	15861876	+	8066	2535
random363	HD2_scaffold_2	5805052	5818988	+	13937	4604
random364	HD2_scaffold_4	10609804	10620264	+	10461	3447
random365	HD2_scaffold_2	5933597	5935133	+	1537	617
random366	HD2_scaffold_1	7555697	7562560	+	6864	2220
random367	HD2_scaffold_1	9858114	9865469	+	7356	2400
random368	HD2_scaffold_3	20472562	20482887	+	10326	3073
random369	HD2_scaffold_2	21439828	21447557	+	7730	2642
random370	HD2_scaffold_12	2135988	2141906	+	5919	1861
random371	HD2_scaffold_2	10974145	10978840	+	4696	1639
random372	HD2_scaffold_9	10714454	10718575	+	4122	1035
random373	HD2_scaffold_1	448801	452162	+	3362	583
random374	HD2_scaffold_10	160045	164501	+	4457	6146
random375	HD2_scaffold_3	8694985	8699158	+	4174	1451
random376	HD2_scaffold_6	7719508	7726014	+	6507	2217
random377	HD2_scaffold_9	10823253	10832442	+	9190	2191
random378	HD2_scaffold_6	9044307	9052010	+	7704	2790
random379	HD2_scaffold_8	3912420	3918321	+	5902	1974
random380	HD2_scaffold_5	1972321	1976676	+	4356	1477
random381	HD2_scaffold_10	2571603	2576299	+	4697	1613
random382	HD2_scaffold_8	7513227	7517061	+	3835	1224
random383	HD2_scaffold_3	13644329	13649315	+	4987	1619
random384	HD2_scaffold_5	9788012	9793207	+	5196	1751
random385	HD2_scaffold_6	2955529	2963444	+	7916	2455
random386	HD2_scaffold_6	13131372	13134528	+	3157	1125
random387	HD2_scaffold_7	13685846	13690213	+	4368	1427
random388	HD2_scaffold_4	133887	139235	+	5349	1685
random389	HD2_scaffold_6	10203027	10213040	+	10014	3433
random390	HD2_scaffold_12	4211282	4214989	+	3708	1097
random391	HD2_scaffold_5	14879651	14884264	+	4614	1399
random392	HD2_scaffold_5	12217866	12221575	+	3710	1369
random393	HD2_scaffold_3	4555831	4560848	+	5018	1722
random394	HD2_scaffold_2	11199507	11203170	+	3664	1278
random395	HD2_scaffold_1	20718366	20722103	+	3738	1154
random396	HD2_scaffold_10	9181479	9187265	+	5787	1855
random397	HD2_scaffold_8	4372337	4377601	+	5265	1890
random398	HD2_scaffold_5	3022218	3026326	+	4109	1414
random399	HD2_scaffold_4	2070090	2074248	+	4159	1431
random400	HD2_scaffold_4	9109313	9113490	+	4178	1388
random401	HD2_scaffold_4	15567674	15570682	+	3009	1035
random402	HD2_scaffold_415	1189	6019	+	4831	1185
random403	HD2_scaffold_10	7707920	7712083	+	4164	1315
random404	HD2_scaffold_3	11220899	11230571	+	9673	2929
random405	HD2_scaffold_2	4454146	4458585	+	4440	1537
random406	HD2_scaffold_1	8789150	8797102	+	7953	2741
random407	HD2_scaffold_2	22214949	22216999	+	2051	777
random408	HD2_scaffold_7	4858649	4862862	+	4214	1408
random409	HD2_scaffold_12	5048256	5054012	+	5757	1553
random410	HD2_scaffold_6	2536893	2540386	+	3494	1004
random411	HD2_scaffold_1	10504389	10522280	+	17892	5768
random412	HD2_scaffold_4	6618993	6633763	+	14771	5143
random413	HD2_scaffold_3	10185880	10189998	+	4119	1357
random414	HD2_scaffold_11	6023967	6027968	+	4002	1134
random415	HD2_scaffold_2	19378575	19382645	+	4071	1537
random416	HD2_scaffold_1	9707908	9721620	+	13713	4454
random417	HD2_scaffold_2	17978808	17983310	+	4503	1539
random418	HD2_scaffold_6	9483789	9491854	+	8066	2599
random419	HD2_scaffold_9	10214575	10228511	+	13937	4108
random420	HD2_scaffold_7	2422565	2433025	+	10461	3347
random421	HD2_scaffold_2	4428239	4429775	+	1537	515
random422	HD2_scaffold_10	9600842	9607705	+	6864	2202
random423	HD2_scaffold_1	28039757	28047112	+	7356	2421
random424	HD2_scaffold_12	562180	572505	+	10326	3900
random425	HD2_scaffold_19	81637	89366	+	7730	4191
random426	HD2_scaffold_4	9050927	9056845	+	5919	1929
random427	HD2_scaffold_1	12644629	12649324	+	4696	1680
random428	HD2_scaffold_7	13246596	13250717	+	4122	1388
random429	HD2_scaffold_5	8484859	8488220	+	3362	1166
random430	HD2_scaffold_2	11475697	11480153	+	4457	1546
random431	HD2_scaffold_2	396586	400759	+	4174	1414
random432	HD2_scaffold_10	11240198	11246704	+	6507	1738
random433	HD2_scaffold_3	3147828	3157017	+	9190	3129
random434	HD2_scaffold_1	23398859	23406562	+	7704	2625
random435	HD2_scaffold_6	14223614	14229515	+	5902	1839
random436	HD2_scaffold_3	16484255	16488610	+	4356	1459
random437	HD2_scaffold_10	8444417	8449113	+	4697	1699
random438	HD2_scaffold_6	1363362	1367196	+	3835	1287
random439	HD2_scaffold_7	9232142	9237128	+	4987	1704
random440	HD2_scaffold_8	1195734	1200929	+	5196	1762
random441	HD2_scaffold_3	10649593	10657508	+	7916	2455
random442	HD2_scaffold_4	4481771	4484927	+	3157	1020
random443	HD2_scaffold_9	8392322	8396689	+	4368	1612
random444	HD2_scaffold_3	13544798	13550146	+	5349	1698
random445	HD2_scaffold_12	1100558	1110571	+	10014	3452
random446	HD2_scaffold_9	11903265	11906972	+	3708	1285
random447	HD2_scaffold_11	3522359	3526972	+	4614	1503
random448	HD2_scaffold_1	13926525	13930234	+	3710	1302
random449	HD2_scaffold_2	1617187	1622204	+	5018	1588
random450	HD2_scaffold_1	21430148	21433811	+	3664	1141
random451	HD2_scaffold_12	2426519	2430256	+	3738	1198
random452	HD2_scaffold_12	1304260	1310046	+	5787	1991
random453	HD2_scaffold_3	61823	67087	+	5265	1752
random454	HD2_scaffold_1	24028820	24032928	+	4109	1409
random455	HD2_scaffold_3	7775471	7779629	+	4159	1483
random456	HD2_scaffold_10	4104597	4108774	+	4178	1682
random457	HD2_scaffold_10	481584	484592	+	3009	950
random458	HD2_scaffold_2	9389312	9394142	+	4831	1514
random459	HD2_scaffold_2	20960718	20964881	+	4164	1478
