# Program:featureCounts v2.0.1; Command:"featureCounts" "../GFP_3.bam" "-a" "Hd2_IVSPER2.randoms.gff" "-o" "GFP_3.Hd2_IVSPER2.randoms.counts.txt" "-t" "random loci" "-g" "locus" "-C" "-p" "-s" "0" "-O" "-T" "12" 
Geneid	Chr	Start	End	Strand	Length	../GFP_3.bam
random102	HD2_scaffold_11	425483	427210	+	1728	429
random103	HD2_scaffold_7	5224399	5226028	+	1630	453
random104	HD2_scaffold_3	19710014	19735445	+	25432	5664
random105	HD2_scaffold_12	5844469	5847723	+	3255	503
random106	HD2_scaffold_3	18809799	18825610	+	15812	3559
random107	HD2_scaffold_3	4926037	4927953	+	1917	463
random108	HD2_scaffold_8	7849903	7852373	+	2471	580
random109	HD2_scaffold_1	25121289	25147899	+	26611	6164
random110	HD2_scaffold_4	5740839	5754858	+	14020	3281
random111	HD2_scaffold_1	24617060	24618898	+	1839	532
random112	HD2_scaffold_8	2933938	2935026	+	1089	340
random113	HD2_scaffold_1	12679474	12681201	+	1728	570
random114	HD2_scaffold_7	10579724	10581353	+	1630	447
random115	HD2_scaffold_1	9339692	9365123	+	25432	6193
random116	HD2_scaffold_10	9983420	9986674	+	3255	856
random117	HD2_scaffold_9	228567	244378	+	15812	3765
random118	HD2_scaffold_9	10803530	10805446	+	1917	412
random119	HD2_scaffold_10	11520043	11522513	+	2471	304
random120	HD2_scaffold_6	3498595	3525205	+	26611	6571
random121	HD2_scaffold_4	15679869	15693888	+	14020	3651
random122	HD2_scaffold_4	14222535	14224373	+	1839	414
random123	HD2_scaffold_1	17023581	17024669	+	1089	289
random124	HD2_scaffold_2	12375450	12377177	+	1728	487
random125	HD2_scaffold_290	8015	9644	+	1630	0
random126	HD2_scaffold_4	13813880	13839311	+	25432	6171
random127	HD2_scaffold_8	7637752	7641006	+	3255	678
random128	HD2_scaffold_56	1975	17786	+	15812	5094
random129	HD2_scaffold_5	3717375	3719291	+	1917	476
random130	HD2_scaffold_5	14236694	14239164	+	2471	474
random131	HD2_scaffold_7	13264050	13290660	+	26611	6122
random132	HD2_scaffold_2	19800034	19814053	+	14020	3539
random133	HD2_scaffold_10	8442122	8443960	+	1839	494
random134	HD2_scaffold_10	5531953	5533041	+	1089	332
random135	HD2_scaffold_5	6496281	6498008	+	1728	491
random136	HD2_scaffold_12	4142280	4143909	+	1630	469
random137	HD2_scaffold_5	9816324	9841755	+	25432	6373
random138	HD2_scaffold_195	6828	10082	+	3255	1574
random139	HD2_scaffold_1	19426094	19441905	+	15812	4028
random140	HD2_scaffold_7	12013484	12015400	+	1917	488
random141	HD2_scaffold_9	3464857	3467327	+	2471	646
random142	HD2_scaffold_10	7267060	7293670	+	26611	6412
random143	HD2_scaffold_10	5745079	5759098	+	14020	3640
random144	HD2_scaffold_4	13008977	13010815	+	1839	526
random145	HD2_scaffold_2	2225566	2226654	+	1089	248
random146	HD2_scaffold_12	5293418	5295145	+	1728	487
random147	HD2_scaffold_10	2961903	2963532	+	1630	330
random148	HD2_scaffold_12	1543489	1568920	+	25432	5798
random149	HD2_scaffold_46	12214	15468	+	3255	714
random150	HD2_scaffold_4	6552842	6568653	+	15812	3937
random151	HD2_scaffold_42	15563	17479	+	1917	448
random152	HD2_scaffold_7	9441619	9444089	+	2471	685
random153	HD2_scaffold_5	13487249	13513859	+	26611	7981
random154	HD2_scaffold_4	10543036	10557055	+	14020	3538
random155	HD2_scaffold_3	6927406	6929244	+	1839	485
random156	HD2_scaffold_10	11051176	11052264	+	1089	343
random157	HD2_scaffold_10	6319561	6321288	+	1728	508
random158	HD2_scaffold_11	26574	28203	+	1630	303
random159	HD2_scaffold_8	1144457	1169888	+	25432	6449
random160	HD2_scaffold_1	3922825	3926079	+	3255	830
random161	HD2_scaffold_4	15004780	15020591	+	15812	3482
random162	HD2_scaffold_3	12737045	12738961	+	1917	494
random163	HD2_scaffold_10	7061364	7063834	+	2471	650
random164	HD2_scaffold_5	13265670	13292280	+	26611	5750
random165	HD2_scaffold_10	317127	331146	+	14020	4067
random166	HD2_scaffold_2	11025800	11027638	+	1839	530
random167	HD2_scaffold_188	11552	12640	+	1089	212
random168	HD2_scaffold_3	13295522	13297249	+	1728	414
random169	HD2_scaffold_2	3210962	3212591	+	1630	481
random170	HD2_scaffold_1	17377155	17402586	+	25432	6037
random171	HD2_scaffold_3	10029408	10032662	+	3255	804
random172	HD2_scaffold_6	630195	646006	+	15812	3210
random173	HD2_scaffold_1	28375569	28377485	+	1917	521
random174	HD2_scaffold_3	15521287	15523757	+	2471	643
random175	HD2_scaffold_10	3625057	3651667	+	26611	19219
random176	HD2_scaffold_3	18465263	18479282	+	14020	2910
random177	HD2_scaffold_9	6098149	6099987	+	1839	538
random178	HD2_scaffold_3	12496149	12497237	+	1089	321
random179	HD2_scaffold_7	1647993	1649720	+	1728	477
random180	HD2_scaffold_4	11280909	11282538	+	1630	452
random181	HD2_scaffold_1	23543145	23568576	+	25432	6183
random182	HD2_scaffold_4	1413972	1417226	+	3255	810
random183	HD2_scaffold_8	12208500	12224311	+	15812	3959
random184	HD2_scaffold_4	12252847	12254763	+	1917	513
random185	HD2_scaffold_2	3417273	3419743	+	2471	673
random186	HD2_scaffold_9	3100417	3127027	+	26611	6291
random187	HD2_scaffold_3	19241108	19255127	+	14020	2820
random188	HD2_scaffold_2	22613208	22615046	+	1839	596
random189	HD2_scaffold_1	6776509	6777597	+	1089	317
random190	HD2_scaffold_10	8885740	8887467	+	1728	449
random191	HD2_scaffold_57	29657	31286	+	1630	674
random192	HD2_scaffold_10	6015073	6040504	+	25432	6080
random193	HD2_scaffold_5	11119911	11123165	+	3255	803
random194	HD2_scaffold_6	2061910	2077721	+	15812	2579
random195	HD2_scaffold_4	8094328	8096244	+	1917	570
random196	HD2_scaffold_28	52997	55467	+	2471	408
random197	HD2_scaffold_6	1382199	1408809	+	26611	3947
random198	HD2_scaffold_3	17535728	17549747	+	14020	3879
random199	HD2_scaffold_8	7804457	7806295	+	1839	455
random200	HD2_scaffold_3	2595414	2596502	+	1089	326
random201	HD2_scaffold_9	3539485	3541212	+	1728	430
random202	HD2_scaffold_5	2604506	2606135	+	1630	449
random203	HD2_scaffold_11	3417625	3443056	+	25432	6783
random204	HD2_scaffold_1	21029923	21033177	+	3255	782
random205	HD2_scaffold_1	3055712	3071523	+	15812	3532
random206	HD2_scaffold_1	2985794	2987710	+	1917	421
random207	HD2_scaffold_1	18068883	18071353	+	2471	720
random208	HD2_scaffold_12	6615637	6642247	+	26611	7070
random209	HD2_scaffold_3	11433454	11447473	+	14020	3112
random210	HD2_scaffold_6	1244024	1245862	+	1839	316
random211	HD2_scaffold_12	4411346	4412434	+	1089	260
random212	HD2_scaffold_2	1433228	1434955	+	1728	530
random213	HD2_scaffold_2	7235927	7237556	+	1630	467
random214	HD2_scaffold_6	7423295	7448726	+	25432	6453
random215	HD2_scaffold_249	6602	9856	+	3255	14658
random216	HD2_scaffold_17	6348	22159	+	15812	5400
random217	HD2_scaffold_1	11121493	11123409	+	1917	532
random218	HD2_scaffold_6	5131095	5133565	+	2471	590
random219	HD2_scaffold_3	18210390	18237000	+	26611	6666
random220	HD2_scaffold_166	2379	16398	+	14020	2170
random221	HD2_scaffold_189	520	2358	+	1839	286
random222	HD2_scaffold_6	3363593	3364681	+	1089	420
random223	HD2_scaffold_2	5931211	5932938	+	1728	501
random224	HD2_scaffold_6	13962349	13963978	+	1630	494
random225	HD2_scaffold_9	11084560	11109991	+	25432	4860
random226	HD2_scaffold_10	2035664	2038918	+	3255	663
random227	HD2_scaffold_10	6089920	6105731	+	15812	3913
random228	HD2_scaffold_35	31605	33521	+	1917	875
random229	HD2_scaffold_4	4669571	4672041	+	2471	691
random230	HD2_scaffold_6	13912813	13939423	+	26611	6598
random231	HD2_scaffold_3	16139259	16153278	+	14020	3638
random232	HD2_scaffold_4	11097357	11099195	+	1839	509
random233	HD2_scaffold_5	4076231	4077319	+	1089	257
random234	HD2_scaffold_6	13699447	13701174	+	1728	478
random235	HD2_scaffold_2	15278362	15279991	+	1630	423
random236	HD2_scaffold_1	19728388	19753819	+	25432	6099
random237	HD2_scaffold_3	6203584	6206838	+	3255	844
random238	HD2_scaffold_4	812417	828228	+	15812	3713
random239	HD2_scaffold_6	825419	827335	+	1917	411
random240	HD2_scaffold_15	86006	88476	+	2471	423
random241	HD2_scaffold_2	6078722	6105332	+	26611	6589
random242	HD2_scaffold_6	1327025	1341044	+	14020	3100
random243	HD2_scaffold_12	5099275	5101113	+	1839	149
random244	HD2_scaffold_2	18895459	18896547	+	1089	266
random245	HD2_scaffold_11	660154	661881	+	1728	448
random246	HD2_scaffold_4	15471346	15472975	+	1630	414
random247	HD2_scaffold_3	4307745	4333176	+	25432	7135
random248	HD2_scaffold_2	10249117	10252371	+	3255	787
random249	HD2_scaffold_5	15100652	15116463	+	15812	3020
random250	HD2_scaffold_4	7805619	7807535	+	1917	545
random251	HD2_scaffold_12	516350	518820	+	2471	640
random252	HD2_scaffold_10	884186	910796	+	26611	5844
random253	HD2_scaffold_2	18047408	18061427	+	14020	3557
random254	HD2_scaffold_10	7921269	7923107	+	1839	498
random255	HD2_scaffold_4	9374256	9375344	+	1089	326
random256	HD2_scaffold_5	6702466	6704193	+	1728	443
random257	HD2_scaffold_3	7653277	7654906	+	1630	472
random258	HD2_scaffold_8	11309584	11335015	+	25432	6204
random259	HD2_scaffold_8	8837294	8840548	+	3255	820
random260	HD2_scaffold_8	3309547	3325358	+	15812	3889
random261	HD2_scaffold_8	6506440	6508356	+	1917	614
random262	HD2_scaffold_9	6961803	6964273	+	2471	710
random263	HD2_scaffold_11	6248719	6275329	+	26611	6153
random264	HD2_scaffold_7	5146718	5160737	+	14020	3583
random265	HD2_scaffold_2	45963	47801	+	1839	538
random266	HD2_scaffold_3	7846688	7847776	+	1089	317
random267	HD2_scaffold_1	7798696	7800423	+	1728	446
random268	HD2_scaffold_3	17736645	17738274	+	1630	374
random269	HD2_scaffold_11	4633836	4659267	+	25432	5768
random270	HD2_scaffold_48	17384	20638	+	3255	1147
random271	HD2_scaffold_4	1707750	1723561	+	15812	3826
random272	HD2_scaffold_7	10749185	10751101	+	1917	464
random273	HD2_scaffold_2	330451	332921	+	2471	669
random274	HD2_scaffold_8	1318393	1345003	+	26611	6379
random275	HD2_scaffold_11	4333607	4347626	+	14020	3018
random276	HD2_scaffold_1	13778729	13780567	+	1839	466
random277	HD2_scaffold_5	12619554	12620642	+	1089	306
random278	HD2_scaffold_10	4990624	4992351	+	1728	485
random279	HD2_scaffold_1	27407315	27408944	+	1630	427
random280	HD2_scaffold_1	9929656	9955087	+	25432	6237
random281	HD2_scaffold_10	6673320	6676574	+	3255	829
random282	HD2_scaffold_3	1773859	1789670	+	15812	3666
random283	HD2_scaffold_9	6775614	6777530	+	1917	503
random284	HD2_scaffold_1	12118647	12121117	+	2471	678
random285	HD2_scaffold_1	17757305	17783915	+	26611	6332
random286	HD2_scaffold_5	240905	254924	+	14020	3383
random287	HD2_scaffold_8	12209595	12211433	+	1839	558
random288	HD2_scaffold_5	9754469	9755557	+	1089	342
random289	HD2_scaffold_1	26245473	26247200	+	1728	446
random290	HD2_scaffold_7	10931522	10933151	+	1630	470
random291	HD2_scaffold_7	9923133	9948564	+	25432	6238
random292	HD2_scaffold_2	17264497	17267751	+	3255	743
random293	HD2_scaffold_2	19089911	19105722	+	15812	3870
random294	HD2_scaffold_6	816547	818463	+	1917	501
random295	HD2_scaffold_2	4048123	4050593	+	2471	637
random296	HD2_scaffold_5	2922390	2949000	+	26611	6410
random297	HD2_scaffold_1	26754994	26769013	+	14020	3533
random298	HD2_scaffold_5	3952756	3954594	+	1839	484
random299	HD2_scaffold_1	2173513	2174601	+	1089	350
random300	HD2_scaffold_2	7563581	7565308	+	1728	455
random301	HD2_scaffold_5	4959709	4961338	+	1630	425
random302	HD2_scaffold_6	2339371	2364802	+	25432	5193
random303	HD2_scaffold_1	26770989	26774243	+	3255	794
random304	HD2_scaffold_4	3787074	3802885	+	15812	3922
random305	HD2_scaffold_1	6605554	6607470	+	1917	523
random306	HD2_scaffold_6	11790491	11792961	+	2471	566
random307	HD2_scaffold_1	25803561	25830171	+	26611	6622
random308	HD2_scaffold_3	16869075	16883094	+	14020	3424
random309	HD2_scaffold_7	13026410	13028248	+	1839	554
random310	HD2_scaffold_2	14821267	14822355	+	1089	337
random311	HD2_scaffold_1	23844663	23846390	+	1728	359
random312	HD2_scaffold_3	10247497	10249126	+	1630	460
random313	HD2_scaffold_8	7438809	7464240	+	25432	5518
random314	HD2_scaffold_4	13998875	14002129	+	3255	936
random315	HD2_scaffold_9	10762643	10778454	+	15812	2925
random316	HD2_scaffold_10	820760	822676	+	1917	389
random317	HD2_scaffold_5	10142430	10144900	+	2471	654
random318	HD2_scaffold_11	4319129	4345739	+	26611	5614
random319	HD2_scaffold_10	765357	779376	+	14020	2768
random320	HD2_scaffold_1	26132238	26134076	+	1839	507
random321	HD2_scaffold_3	16037399	16038487	+	1089	200
random322	HD2_scaffold_5	14873224	14874951	+	1728	277
random323	HD2_scaffold_5	4998158	4999787	+	1630	418
random324	HD2_scaffold_3	9988208	10013639	+	25432	5681
random325	HD2_scaffold_11	1639576	1642830	+	3255	896
random326	HD2_scaffold_7	9091120	9106931	+	15812	3871
random327	HD2_scaffold_8	11404567	11406483	+	1917	437
random328	HD2_scaffold_1	3306185	3308655	+	2471	296
random329	HD2_scaffold_2	14531439	14558049	+	26611	6696
random330	HD2_scaffold_1	2204898	2218917	+	14020	3601
random331	HD2_scaffold_9	6760720	6762558	+	1839	179
random332	HD2_scaffold_2	7580332	7581420	+	1089	309
random333	HD2_scaffold_1	23973758	23975485	+	1728	430
random334	HD2_scaffold_5	12219777	12221406	+	1630	453
random335	HD2_scaffold_5	618550	643981	+	25432	7586
random336	HD2_scaffold_9	10955413	10958667	+	3255	804
random337	HD2_scaffold_6	5371932	5387743	+	15812	3636
random338	HD2_scaffold_6	12549340	12551256	+	1917	582
random339	HD2_scaffold_2	20880930	20883400	+	2471	672
random340	HD2_scaffold_9	1788750	1815360	+	26611	6836
random341	HD2_scaffold_1	20485535	20499554	+	14020	3378
random342	HD2_scaffold_8	9540282	9542120	+	1839	545
random343	HD2_scaffold_3	2211791	2212879	+	1089	375
random344	HD2_scaffold_1	4638781	4640508	+	1728	494
random345	HD2_scaffold_2	22426588	22428217	+	1630	443
random346	HD2_scaffold_6	223806	249237	+	25432	5177
random347	HD2_scaffold_3	4762508	4765762	+	3255	743
random348	HD2_scaffold_1	2478817	2494628	+	15812	3872
random349	HD2_scaffold_3	15119329	15121245	+	1917	485
random350	HD2_scaffold_507	2674	5144	+	2471	749
random351	HD2_scaffold_3	12644391	12671001	+	26611	6176
random352	HD2_scaffold_8	129324	143343	+	14020	4411
random353	HD2_scaffold_10	9118784	9120622	+	1839	542
random354	HD2_scaffold_2	3537800	3538888	+	1089	268
random355	HD2_scaffold_4	8514611	8516338	+	1728	484
random356	HD2_scaffold_1	9119699	9121328	+	1630	456
random357	HD2_scaffold_4	13361957	13387388	+	25432	5745
random358	HD2_scaffold_7	2129653	2132907	+	3255	796
random359	HD2_scaffold_5	10823100	10838911	+	15812	3798
random360	HD2_scaffold_11	3991954	3993870	+	1917	492
random361	HD2_scaffold_10	6596735	6599205	+	2471	592
random362	HD2_scaffold_1	4539253	4565863	+	26611	6374
random363	HD2_scaffold_1	29172453	29186472	+	14020	2933
random364	HD2_scaffold_7	7260075	7261913	+	1839	484
random365	HD2_scaffold_1	19432470	19433558	+	1089	325
random366	HD2_scaffold_3	7111366	7113093	+	1728	538
random367	HD2_scaffold_7	1227218	1228847	+	1630	444
random368	HD2_scaffold_12	4237442	4262873	+	25432	5112
random369	HD2_scaffold_3	15867958	15871212	+	3255	875
random370	HD2_scaffold_2	13224040	13239851	+	15812	3993
random371	HD2_scaffold_1	27273649	27275565	+	1917	471
random372	HD2_scaffold_8	12005575	12008045	+	2471	529
random373	HD2_scaffold_1	24719812	24746422	+	26611	6424
random374	HD2_scaffold_27	40979	54998	+	14020	3418
random375	HD2_scaffold_1	138476	140314	+	1839	444
random376	HD2_scaffold_10	6944918	6946006	+	1089	351
random377	HD2_scaffold_8	1830215	1831942	+	1728	445
random378	HD2_scaffold_5	13934357	13935986	+	1630	526
random379	HD2_scaffold_4	14812858	14838289	+	25432	5359
random380	HD2_scaffold_10	10824257	10827511	+	3255	927
random381	HD2_scaffold_9	10444861	10460672	+	15812	3343
random382	HD2_scaffold_10	7177656	7179572	+	1917	500
random383	HD2_scaffold_1	20354726	20357196	+	2471	651
random384	HD2_scaffold_4	6868577	6895187	+	26611	6567
random385	HD2_scaffold_10	8134784	8148803	+	14020	3410
random386	HD2_scaffold_5	7280165	7282003	+	1839	516
random387	HD2_scaffold_2	14456538	14457626	+	1089	273
random388	HD2_scaffold_2	20467756	20469483	+	1728	453
random389	HD2_scaffold_8	2381819	2383448	+	1630	458
random390	HD2_scaffold_4	813080	838511	+	25432	5924
random391	HD2_scaffold_12	4420726	4423980	+	3255	934
random392	HD2_scaffold_9	11702215	11718026	+	15812	2385
random393	HD2_scaffold_7	13802098	13804014	+	1917	1182
random394	HD2_scaffold_6	2687543	2690013	+	2471	651
random395	HD2_scaffold_3	6316920	6343530	+	26611	6562
random396	HD2_scaffold_11	5536807	5550826	+	14020	3034
random397	HD2_scaffold_1	9247133	9248971	+	1839	528
random398	HD2_scaffold_139	24667	25755	+	1089	181
random399	HD2_scaffold_9	720020	721747	+	1728	469
random400	HD2_scaffold_3	13413865	13415494	+	1630	465
random401	HD2_scaffold_7	13759319	13784750	+	25432	5974
random402	HD2_scaffold_11	2126927	2130181	+	3255	738
random403	HD2_scaffold_6	11429083	11444894	+	15812	3954
random404	HD2_scaffold_8	5411097	5413013	+	1917	538
random405	HD2_scaffold_10	3400126	3402596	+	2471	649
random406	HD2_scaffold_7	10911411	10938021	+	26611	6715
random407	HD2_scaffold_1	655267	669286	+	14020	2127
random408	HD2_scaffold_6	2341471	2343309	+	1839	459
random409	HD2_scaffold_1	2215265	2216353	+	1089	369
random410	HD2_scaffold_5	10009298	10011025	+	1728	480
random411	HD2_scaffold_3	15506367	15507996	+	1630	426
random412	HD2_scaffold_10	1702854	1728285	+	25432	5379
random413	HD2_scaffold_3	11699393	11702647	+	3255	807
random414	HD2_scaffold_3	12057478	12073289	+	15812	3809
random415	HD2_scaffold_1	1879009	1880925	+	1917	353
random416	HD2_scaffold_3	18846147	18848617	+	2471	641
random417	HD2_scaffold_3	15663870	15690480	+	26611	6793
random418	HD2_scaffold_12	4771966	4785985	+	14020	2243
random419	HD2_scaffold_2	16449989	16451827	+	1839	521
random420	HD2_scaffold_12	6488280	6489368	+	1089	348
random421	HD2_scaffold_4	7585384	7587111	+	1728	443
random422	HD2_scaffold_5	1651866	1653495	+	1630	477
random423	HD2_scaffold_12	6541185	6566616	+	25432	6057
random424	HD2_scaffold_9	9562240	9565494	+	3255	768
random425	HD2_scaffold_5	1752506	1768317	+	15812	3940
random426	HD2_scaffold_10	10486852	10488768	+	1917	559
random427	HD2_scaffold_9	4111087	4113557	+	2471	715
random428	HD2_scaffold_1	7892502	7919112	+	26611	6243
random429	HD2_scaffold_12	1154584	1168603	+	14020	3265
random430	HD2_scaffold_3	20750066	20751904	+	1839	629
random431	HD2_scaffold_13	84167	85255	+	1089	271
random432	HD2_scaffold_5	11073910	11075637	+	1728	496
random433	HD2_scaffold_5	14713798	14715427	+	1630	448
random434	HD2_scaffold_11	3054812	3080243	+	25432	5821
random435	HD2_scaffold_6	12356140	12359394	+	3255	877
random436	HD2_scaffold_10	8374786	8390597	+	15812	3988
random437	HD2_scaffold_1	5738819	5740735	+	1917	473
random438	HD2_scaffold_7	2347145	2349615	+	2471	667
random439	HD2_scaffold_1	23695528	23722138	+	26611	6796
random440	HD2_scaffold_1	7537582	7551601	+	14020	3623
random441	HD2_scaffold_1	5028098	5029936	+	1839	519
random442	HD2_scaffold_10	7320135	7321223	+	1089	313
random443	HD2_scaffold_9	3050582	3052309	+	1728	431
random444	HD2_scaffold_7	3380288	3381917	+	1630	466
random445	HD2_scaffold_10	11096838	11122269	+	25432	6133
random446	HD2_scaffold_8	10586876	10590130	+	3255	770
random447	HD2_scaffold_9	11252795	11268606	+	15812	3829
random448	HD2_scaffold_5	9446922	9448838	+	1917	543
random449	HD2_scaffold_1	835888	838358	+	2471	438
random450	HD2_scaffold_9	6774520	6801130	+	26611	6167
random451	HD2_scaffold_77	24229	38248	+	14020	4990
random452	HD2_scaffold_7	3569440	3571278	+	1839	462
random453	HD2_scaffold_11	3495390	3496478	+	1089	359
random454	HD2_scaffold_6	9199433	9201160	+	1728	450
random455	HD2_scaffold_1	6370261	6371890	+	1630	402
random456	HD2_scaffold_2	698445	723876	+	25432	4826
random457	HD2_scaffold_5	9814150	9817404	+	3255	835
random458	HD2_scaffold_9	9860166	9875977	+	15812	3793
random459	HD2_scaffold_6	9260503	9262419	+	1917	652
random460	HD2_scaffold_7	9385537	9388007	+	2471	663
random461	HD2_scaffold_3	9878901	9905511	+	26611	6207
random462	HD2_scaffold_6	12076760	12090779	+	14020	3665
random463	HD2_scaffold_3	8339769	8341607	+	1839	552
random464	HD2_scaffold_9	11123333	11124421	+	1089	112
random465	HD2_scaffold_11	5888111	5889838	+	1728	358
random466	HD2_scaffold_11	389211	390840	+	1630	372
random467	HD2_scaffold_8	3137328	3162759	+	25432	6197
random468	HD2_scaffold_5	5847516	5850770	+	3255	800
